1:2026-03-22 12:13:04 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 665bac8f-3e5c-42c0-a60e-0fdb0e6e71b9: sub-trajectories not referenced by parent: {'agent-acompact-0497d074fba840aa', 'agent-acompact-b26e3a617acad709'}
219:2026-03-22 12:13:30 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 76425aa0-0780-4b43-bbc1-7a3a537bf326: sub-trajectories not referenced by parent: {'agent-acompact-8086496b6338f180'}
220:2026-03-22 12:13:30 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session eaa1c566-61f4-4b4b-9cde-8bea0acd3e8f: sub-trajectories not referenced by parent: {'agent-acompact-15c80e5b843a2e03'}
221:2026-03-22 12:13:30 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session eaa1c566-61f4-4b4b-9cde-8bea0acd3e8f: sub-trajectories not referenced by parent: {'agent-acompact-15c80e5b843a2e03'}
222:2026-03-22 12:13:30 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e06529b0-8b85-4fe1-9e35-b5115e931e6d: sub-trajectories not referenced by parent: {'agent-acompact-8f6bbbc11f2922ed', 'agent-acompact-273e8db8cb65f84e', 'agent-acompact-be87378d8330b753', 'agent-acompact-75d09d82be300a1c', 'agent-acompact-c9e8318736ca9579'}
223:2026-03-22 12:13:31 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session d0daf736-d806-4a82-bfef-89bfbf5c9577: sub-trajectories not referenced by parent: {'agent-acompact-c48519c517354d26'}
224:2026-03-22 12:13:31 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session d0daf736-d806-4a82-bfef-89bfbf5c9577: sub-trajectories not referenced by parent: {'agent-acompact-c48519c517354d26'}
225:2026-03-22 12:13:31 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 680d7b53-1dcf-4b68-8cac-517ed373f9dc: sub-trajectories not referenced by parent: {'agent-acompact-65569b6f5e9235f9', 'agent-acompact-817c0af7ab239bdc', 'agent-acompact-c3bc6ab22710d92b', 'agent-acompact-8aa21a2fbae455a6', 'agent-acompact-21c1438b820e03ec', 'agent-acompact-e468863866ac93a7'}
226:2026-03-22 12:13:31 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 5a364150-3478-4882-a271-a35220fd7d9a: sub-trajectories not referenced by parent: {'agent-acompact-259302f944dc9906', 'agent-acompact-44d17c5f0fe7eff4', 'agent-acompact-76124e997557e76d'}
227:2026-03-22 12:13:31 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 5a364150-3478-4882-a271-a35220fd7d9a: sub-trajectories not referenced by parent: {'agent-acompact-259302f944dc9906', 'agent-acompact-44d17c5f0fe7eff4', 'agent-acompact-76124e997557e76d'}
228:2026-03-22 12:13:32 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session f3bd4532-d143-4c28-9ce7-b4921bb367a4: sub-trajectories not referenced by parent: {'agent-acompact-ed4f59'}
229:2026-03-22 12:13:33 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9328f2e1-f195-4937-bcaf-6d712905ea14: sub-trajectories not referenced by parent: {'agent-acompact-58024d', 'agent-acompact-101528', 'agent-acompact-5227c6', 'agent-acompact-8f8c2b', 'agent-acompact-99e922', 'agent-acompact-2a77f4', 'agent-acompact-4e8903'}
230:2026-03-22 12:13:33 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e06529b0-8b85-4fe1-9e35-b5115e931e6d: sub-trajectories not referenced by parent: {'agent-acompact-8f6bbbc11f2922ed', 'agent-acompact-273e8db8cb65f84e', 'agent-acompact-be87378d8330b753', 'agent-acompact-75d09d82be300a1c', 'agent-acompact-c9e8318736ca9579'}
231:2026-03-22 12:13:34 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e06529b0-8b85-4fe1-9e35-b5115e931e6d: sub-trajectories not referenced by parent: {'agent-acompact-8f6bbbc11f2922ed', 'agent-acompact-273e8db8cb65f84e', 'agent-acompact-be87378d8330b753', 'agent-acompact-75d09d82be300a1c', 'agent-acompact-c9e8318736ca9579'}
232:2026-03-22 12:13:34 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 680d7b53-1dcf-4b68-8cac-517ed373f9dc: sub-trajectories not referenced by parent: {'agent-acompact-65569b6f5e9235f9', 'agent-acompact-817c0af7ab239bdc', 'agent-acompact-c3bc6ab22710d92b', 'agent-acompact-8aa21a2fbae455a6', 'agent-acompact-21c1438b820e03ec', 'agent-acompact-e468863866ac93a7'}
233:2026-03-22 12:13:34 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 680d7b53-1dcf-4b68-8cac-517ed373f9dc: sub-trajectories not referenced by parent: {'agent-acompact-65569b6f5e9235f9', 'agent-acompact-817c0af7ab239bdc', 'agent-acompact-c3bc6ab22710d92b', 'agent-acompact-8aa21a2fbae455a6', 'agent-acompact-21c1438b820e03ec', 'agent-acompact-e468863866ac93a7'}
234:2026-03-22 12:13:34 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 648d48aa-3079-49ae-8d72-a797eb0900a9: sub-trajectories not referenced by parent: {'agent-acompact-b85460', 'agent-acompact-cadd68', 'agent-acompact-ff4616', 'agent-acompact-f1a60d', 'agent-acompact-3f0c79'}
235:2026-03-22 12:13:34 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session f3bd4532-d143-4c28-9ce7-b4921bb367a4: sub-trajectories not referenced by parent: {'agent-acompact-ed4f59'}
236:2026-03-22 12:13:35 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session f3bd4532-d143-4c28-9ce7-b4921bb367a4: sub-trajectories not referenced by parent: {'agent-acompact-ed4f59'}
237:2026-03-22 12:13:35 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9328f2e1-f195-4937-bcaf-6d712905ea14: sub-trajectories not referenced by parent: {'agent-acompact-58024d', 'agent-acompact-101528', 'agent-acompact-5227c6', 'agent-acompact-8f8c2b', 'agent-acompact-99e922', 'agent-acompact-2a77f4', 'agent-acompact-4e8903'}
238:2026-03-22 12:13:36 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9328f2e1-f195-4937-bcaf-6d712905ea14: sub-trajectories not referenced by parent: {'agent-acompact-58024d', 'agent-acompact-101528', 'agent-acompact-5227c6', 'agent-acompact-8f8c2b', 'agent-acompact-99e922', 'agent-acompact-2a77f4', 'agent-acompact-4e8903'}
239:2026-03-22 12:13:36 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 648d48aa-3079-49ae-8d72-a797eb0900a9: sub-trajectories not referenced by parent: {'agent-acompact-b85460', 'agent-acompact-cadd68', 'agent-acompact-ff4616', 'agent-acompact-f1a60d', 'agent-acompact-3f0c79'}
240:2026-03-22 12:13:36 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 648d48aa-3079-49ae-8d72-a797eb0900a9: sub-trajectories not referenced by parent: {'agent-acompact-b85460', 'agent-acompact-cadd68', 'agent-acompact-ff4616', 'agent-acompact-f1a60d', 'agent-acompact-3f0c79'}
241:2026-03-22 12:13:37 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 4f9601a6-352f-4a6a-af5b-1b5c80121166: sub-trajectories not referenced by parent: {'agent-acompact-d14a0d', 'agent-acompact-4241ce', 'agent-acompact-9793ad', 'agent-acompact-8dd968', 'agent-acompact-2bdb78'}
242:2026-03-22 12:13:37 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9e14d594-5f63-4b19-ba8b-624bd0c9869b: sub-trajectories not referenced by parent: {'agent-acompact-320250'}
243:2026-03-22 12:13:38 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 1578c4df-eed4-41ee-bbb2-515c08770015: sub-trajectories not referenced by parent: {'agent-acompact-3e409d'}
244:2026-03-22 12:13:38 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 4f9601a6-352f-4a6a-af5b-1b5c80121166: sub-trajectories not referenced by parent: {'agent-acompact-d14a0d', 'agent-acompact-4241ce', 'agent-acompact-9793ad', 'agent-acompact-8dd968', 'agent-acompact-2bdb78'}
245:2026-03-22 12:13:38 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 4f9601a6-352f-4a6a-af5b-1b5c80121166: sub-trajectories not referenced by parent: {'agent-acompact-d14a0d', 'agent-acompact-4241ce', 'agent-acompact-9793ad', 'agent-acompact-8dd968', 'agent-acompact-2bdb78'}
246:2026-03-22 12:13:38 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9e14d594-5f63-4b19-ba8b-624bd0c9869b: sub-trajectories not referenced by parent: {'agent-acompact-320250'}
247:2026-03-22 12:13:39 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 1578c4df-eed4-41ee-bbb2-515c08770015: sub-trajectories not referenced by parent: {'agent-acompact-3e409d'}
248:2026-03-22 12:13:39 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9e14d594-5f63-4b19-ba8b-624bd0c9869b: sub-trajectories not referenced by parent: {'agent-acompact-320250'}
249:2026-03-22 12:13:39 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 1578c4df-eed4-41ee-bbb2-515c08770015: sub-trajectories not referenced by parent: {'agent-acompact-3e409d'}
250:[Omitted long matching line]
251:[Omitted long matching line]
252:[Omitted long matching line]
253:2026-03-22 12:13:48 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 38c7b3aa-b979-4e02-aa40-98847ab446e5: sub-trajectories not referenced by parent: {'agent-acompact-27a0e3', 'agent-acompact-08bcdf', 'agent-acompact-07900b', 'agent-acompact-3cbf13', 'agent-acompact-9a85b1', 'agent-acompact-995f96', 'agent-acompact-d05b1c', 'agent-acompact-d90bb5', 'agent-acompact-f6bf9d', 'agent-acompact-cf8228', 'agent-acompact-d4eea4', 'agent-acompact-02bd4a', 'agent-acompact-68bb33'}
254:2026-03-22 12:13:48 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 38c7b3aa-b979-4e02-aa40-98847ab446e5: sub-trajectories not referenced by parent: {'agent-acompact-27a0e3', 'agent-acompact-08bcdf', 'agent-acompact-07900b', 'agent-acompact-3cbf13', 'agent-acompact-9a85b1', 'agent-acompact-995f96', 'agent-acompact-d05b1c', 'agent-acompact-d90bb5', 'agent-acompact-f6bf9d', 'agent-acompact-cf8228', 'agent-acompact-d4eea4', 'agent-acompact-02bd4a', 'agent-acompact-68bb33'}
255:2026-03-22 12:13:48 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 38c7b3aa-b979-4e02-aa40-98847ab446e5: sub-trajectories not referenced by parent: {'agent-acompact-27a0e3', 'agent-acompact-08bcdf', 'agent-acompact-07900b', 'agent-acompact-3cbf13', 'agent-acompact-9a85b1', 'agent-acompact-995f96', 'agent-acompact-d05b1c', 'agent-acompact-d90bb5', 'agent-acompact-f6bf9d', 'agent-acompact-cf8228', 'agent-acompact-d4eea4', 'agent-acompact-02bd4a', 'agent-acompact-68bb33'}
256:2026-03-22 12:13:48 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 665bac8f-3e5c-42c0-a60e-0fdb0e6e71b9: sub-trajectories not referenced by parent: {'agent-acompact-0497d074fba840aa', 'agent-acompact-b26e3a617acad709'}
257:2026-03-22 12:13:48 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 6d590f7e-b18e-438f-939f-421c18d3620f: sub-trajectories not referenced by parent: {'agent-acompact-44c0ec2045e51701'}
258:2026-03-22 12:13:48 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session d7a6dae4-2ddc-4185-91a3-c7a09c2ca785: sub-trajectories not referenced by parent: {'agent-a052f4aadef4dbe6c', 'agent-acompact-531aaa87562a33c8', 'agent-acompact-c115714454781317'}
259:2026-03-22 12:13:48 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 2a22a609-9fcc-4a4e-a17d-c640ed5fae25: sub-trajectories not referenced by parent: {'agent-acompact-495b64095e40481b'}
260:2026-03-22 12:13:48 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 2f892eb9-4dfb-443d-84e1-cfa8ca0bd8c5: sub-trajectories not referenced by parent: {'agent-acompact-34470777728a7ea2'}
261:2026-03-22 12:13:49 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9e555410-09d4-406e-9467-a6ac7e100f62: sub-trajectories not referenced by parent: {'agent-acompact-6d13446294ab9e34'}
262:2026-03-22 12:13:49 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session cf18a8a0-dde7-42f4-b175-c5c8a16dc2bd: sub-trajectories not referenced by parent: {'agent-acompact-4af8291e7acacbf3', 'agent-ada1643b62e38a722', 'agent-acompact-c1b08ca6905a9af6'}
263:2026-03-22 12:13:49 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 64da7265-8f07-4967-b79f-0ae374c13330: sub-trajectories not referenced by parent: {'agent-acompact-d8d63b404fc1a00f'}
264:2026-03-22 12:13:49 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 6558106f-82f1-464c-bf4e-d99dcb466b0e: sub-trajectories not referenced by parent: {'agent-acompact-01ef2da6e306dfae'}
265:2026-03-22 12:13:49 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 3c77650d-0192-4ab1-bb96-c0e589d751e5: sub-trajectories not referenced by parent: {'agent-acompact-23d14434bb72339d'}
266:2026-03-22 12:13:49 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 147f278a-76e5-4a79-979a-d01591dbbe26: sub-trajectories not referenced by parent: {'agent-acompact-93beb00f91803f4a'}
267:2026-03-22 12:13:49 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session edeb8057-e9de-49e5-9ea9-5773cd22676f: sub-trajectories not referenced by parent: {'agent-acompact-d0dedcc3b42b6eed', 'agent-acompact-b8972c1407de6d10', 'agent-acompact-0ffd5e7f5d431ddf'}
268:2026-03-22 12:13:49 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session d33425e7-0d4e-405f-ad3b-2cdf6c5e83fb: sub-trajectories not referenced by parent: {'agent-acompact-96eba5763e83f993'}
269:[Omitted long matching line]
270:2026-03-22 12:13:49 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 4acbb567-9100-4201-a046-3be7ef5adfcd: sub-trajectories not referenced by parent: {'agent-acompact-aabd9b97ebc290c9'}
271:2026-03-22 12:13:50 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 3fb566a3-49c0-4f39-b1be-1d831b29f62a: sub-trajectories not referenced by parent: {'agent-acompact-8a5dad4d32d83c00'}
272:2026-03-22 12:13:50 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 7242e07c-0a18-4a25-bc6b-1c6398a4c192: sub-trajectories not referenced by parent: {'agent-acompact-2bf809d8e7278b56'}
273:2026-03-22 12:13:50 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9aea9342-1063-42fc-974e-6a45eff71fdc: sub-trajectories not referenced by parent: {'agent-acompact-02c618aea659d304', 'agent-acompact-17c6d19f842c92a7', 'agent-acompact-7a1766019a3f6698', 'agent-acompact-b56d1e2a4baeb5bc'}
274:2026-03-22 12:13:50 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e3cab9fa-087f-4068-be79-8f3289428d4b: sub-trajectories not referenced by parent: {'agent-acompact-8f183743e0f6e139', 'agent-acompact-771f4a6f94c533d1', 'agent-acompact-4b082ae551c1d59b'}
275:2026-03-22 12:13:50 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 78466af8-109c-4933-bf2f-8aabb24c3133: sub-trajectories not referenced by parent: {'agent-acompact-0292d886be5c76cc'}
276:2026-03-22 12:13:50 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 48f6d2a0-9c27-4d59-8ced-611f26f11210: sub-trajectories not referenced by parent: {'agent-acompact-f15dbd323c32f277', 'agent-acompact-c872e498d023debe'}
277:2026-03-22 12:13:50 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 22a6e55a-32d4-44eb-9add-7f1c19ccebe4: sub-trajectories not referenced by parent: {'agent-acompact-a3e93d19fda25130', 'agent-acompact-1b591a4b6d7f055d', 'agent-acompact-ab1719479a42c43e'}
278:2026-03-22 12:13:51 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 8ca7b432-c70d-40ab-bad8-9bab0d6f429f: sub-trajectories not referenced by parent: {'agent-acompact-e6d550698e9017ec', 'agent-acompact-a5f8b2aff9d3d660'}
279:2026-03-22 12:13:51 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 497cf276-a167-4abb-99db-6d35123a4f35: sub-trajectories not referenced by parent: {'agent-acompact-15c55c7ce4d8b97b', 'agent-acompact-d761a1e07f86b5ba', 'agent-acompact-58c283bd492b99c5', 'agent-acompact-f75e7158740e6c34', 'agent-acompact-d56e0266b2cdd689', 'agent-acompact-85d9b940d7ae78f0', 'agent-acompact-e09cb1a2b74a9136'}
280:2026-03-22 12:13:51 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session b29f78c5-076a-4ecc-a186-2eee947e4c5f: sub-trajectories not referenced by parent: {'agent-acompact-960d116839f81a4d', 'agent-acompact-eaf6502dfa12e5a2'}
281:2026-03-22 12:13:51 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9df1371d-7bd7-4f8e-bd23-dd0b554ef0a2: sub-trajectories not referenced by parent: {'agent-acompact-cf7997c5de6ecefd', 'agent-acompact-c43c3d9832d93ae8'}
282:2026-03-22 12:13:51 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 5ca9e836-4de1-43fc-b3df-4ebf1d2c6e4c: sub-trajectories not referenced by parent: {'agent-acompact-b10259733104478a'}
283:2026-03-22 12:13:51 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session a0b5f8b3-d5ef-4104-a4f2-a7260876e58c: sub-trajectories not referenced by parent: {'agent-acompact-247ea4bf3d71e80a', 'agent-acompact-7d3140cc529a7e8c', 'agent-acompact-4aae73a30eea3cef'}
284:2026-03-22 12:13:52 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session a957af1f-2708-4073-b5a8-bdf820cd7fda: sub-trajectories not referenced by parent: {'agent-acompact-170957c4cd8aa57d'}
285:[Omitted long matching line]
286:2026-03-22 12:13:52 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session bd881212-9137-4b23-b402-0186c7185ab0: sub-trajectories not referenced by parent: {'agent-acompact-3297ebc6d8c54bc5', 'agent-acompact-16679e6fb68f0976'}
287:2026-03-22 12:13:52 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session b3f230c6-113c-439a-8f67-3a33a9bba532: sub-trajectories not referenced by parent: {'agent-a2764623aa49816e7'}
288:2026-03-22 12:13:52 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 27c2c7a7-b925-4839-95bd-27d4511b79a5: sub-trajectories not referenced by parent: {'agent-acompact-a791eb7a7f610027', 'agent-acompact-fb6e9bf7f02ebc16'}
289:2026-03-22 12:13:52 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 1cdccebc-b091-4105-876b-10e9a590f4b9: sub-trajectories not referenced by parent: {'agent-acompact-67f07bdb4d2b5367'}
290:2026-03-22 12:13:52 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session bc5c8352-46a3-4255-bfb5-4e008e9302fb: sub-trajectories not referenced by parent: {'agent-acompact-f35ea51d81c2a965', 'agent-acompact-d3287cd895c58af5'}
291:2026-03-22 12:13:52 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 2084672a-c89e-43c4-9e14-dc77d362eca6: sub-trajectories not referenced by parent: {'agent-acompact-569a9cc8e7f9855a', 'agent-a881da7c0102d34ba'}
292:2026-03-22 12:13:53 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e6a0f862-8586-4835-a81c-94a630a1b7a1: sub-trajectories not referenced by parent: {'agent-acompact-2aa90bb0251b5a91'}
293:2026-03-22 12:13:53 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 8de1f9a7-720a-4033-8df2-7d20449abd88: sub-trajectories not referenced by parent: {'agent-acompact-e59aeb107fedd1e7'}
294:2026-03-22 12:13:53 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 1a0f9e68-7896-42f1-8c4d-43de60543cff: sub-trajectories not referenced by parent: {'agent-acompact-64bed55989066518'}
295:2026-03-22 12:13:53 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 97c0891e-34fd-4556-ac50-c39e42949393: sub-trajectories not referenced by parent: {'agent-acompact-7bfe1975790823d1', 'agent-acompact-dc59797b1f583afd', 'agent-acompact-e607dcc9eb1d817a', 'agent-ad31835ffe31ad6b9', 'agent-acompact-81f7054ea95cd30b'}
296:2026-03-22 12:13:53 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 723a2284-cc87-4324-b618-a14a05e31c1f: sub-trajectories not referenced by parent: {'agent-acompact-9c05e41a5bd64b43'}
297:2026-03-22 12:13:53 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session befd0264-1979-49b0-94bf-5ad05c24819e: sub-trajectories not referenced by parent: {'agent-acompact-68d2d866709ad8c0'}
298:2026-03-22 12:13:53 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 92eade39-9d72-4d75-8522-71fa668f14ac: sub-trajectories not referenced by parent: {'agent-acompact-67ce83bab0e10a9a'}
299:2026-03-22 12:13:53 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 2608f564-e5b2-459c-ac2a-15f6a41360e5: sub-trajectories not referenced by parent: {'agent-acompact-41688ff0d393b33f', 'agent-acompact-6aabd4f89a5d9a8c'}
300:2026-03-22 12:13:53 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 41308834-a399-4cf2-9e44-7c553d42c722: sub-trajectories not referenced by parent: {'agent-acompact-ac2a04dd2c7df1ca'}
301:2026-03-22 12:13:53 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session c9ab6581-b170-48a9-a796-2114e9b0bb95: sub-trajectories not referenced by parent: {'agent-acompact-3a8765dd36eb24d9'}
302:2026-03-22 12:13:53 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 903c1ee2-0802-4001-9564-e9158c8abeb3: sub-trajectories not referenced by parent: {'agent-acompact-f93cd1b76b882348'}
303:2026-03-22 12:13:53 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 67ce0e83-8a50-4c92-aeb7-0cc012800bad: sub-trajectories not referenced by parent: {'agent-acompact-1d10d86fc6fd4776', 'agent-acompact-45cbffa5311759d6'}
304:2026-03-22 12:13:54 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 63285e8f-b332-4d51-b8ee-593252545736: sub-trajectories not referenced by parent: {'agent-a165940175456ac37', 'agent-acompact-9d60f00a7d57f58b', 'agent-ae93bc40e53f6e1d2', 'agent-acompact-b4985779eede7e72', 'agent-aac1b66afc3ebec74', 'agent-acompact-12e78209642780fb', 'agent-a5edd3fed4c802074'}
305:2026-03-22 12:13:54 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 641f2d09-3f73-49de-b61e-95ed2a6b9edd: sub-trajectories not referenced by parent: {'agent-acompact-46986acd98fae3aa', 'agent-acompact-d45a3e4765ec004c'}
306:2026-03-22 12:13:54 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 225e6d3d-6769-4ae6-b39f-184b0f237bf7: sub-trajectories not referenced by parent: {'agent-acompact-4893a5d0b99d57c8', 'agent-acompact-1b4e7b5e0127cac1', 'agent-acompact-47850ceead281d54'}
307:2026-03-22 12:13:54 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e869a27c-b69a-43ef-aed5-df59faacde04: sub-trajectories not referenced by parent: {'agent-acompact-49332fb5cc009333', 'agent-acompact-6d9f21bbec6d2a47', 'agent-acompact-18247fd1896b7c47', 'agent-acompact-c6e7d40ec5a02610', 'agent-acompact-30555213a28556a6', 'agent-acompact-0e8902afa631a788', 'agent-acompact-ae5993ec70d1f067'}
308:2026-03-22 12:13:54 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session d77137cb-9daf-414e-b183-8ae0337c0d23: sub-trajectories not referenced by parent: {'agent-acompact-1564fd71086dd7f4'}
309:2026-03-22 12:13:54 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 49899e46-e9ce-4d00-8d34-a6035324f70d: sub-trajectories not referenced by parent: {'agent-acompact-d2b37df27be66939', 'agent-ac86ce119e8bc9e95', 'agent-a7a716a60edf6e024', 'agent-a35c53e2cf39ff62a', 'agent-acompact-002dbf55d2a3b1a7'}
310:2026-03-22 12:13:54 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session a9c5ab07-19ff-442b-9beb-b9d05ba1b313: sub-trajectories not referenced by parent: {'agent-acompact-0a20a9db906de2b0'}
311:2026-03-22 12:13:54 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session de49c5c8-5d67-4190-9334-bc724975df04: sub-trajectories not referenced by parent: {'agent-acompact-64c9b14dbe8e84bf'}
312:2026-03-22 12:13:55 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 55ea48f3-6c4b-4354-aa2f-dfdc4ecfd6f2: sub-trajectories not referenced by parent: {'agent-acompact-a33793520a41c1d4'}
313:2026-03-22 12:13:55 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session f94095ad-7a07-40bd-9384-4b99b6e89d03: sub-trajectories not referenced by parent: {'agent-acompact-6d8ae10172c45197'}
314:2026-03-22 12:13:55 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session c7d79e56-5a21-42f0-8d9d-2782e9c68eba: sub-trajectories not referenced by parent: {'agent-acompact-6783787cc820005f'}
315:2026-03-22 12:13:55 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 8c84c953-3d5f-4954-843a-588e799bf689: sub-trajectories not referenced by parent: {'agent-acompact-234b268d48359063', 'agent-acompact-b0f413897ce17cf9'}
316:2026-03-22 12:13:55 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 38c1745d-e3f1-4976-a15f-c8158258b8c4: sub-trajectories not referenced by parent: {'agent-acompact-cc8f4e8640d15935', 'agent-acompact-6d206499d00e9e29'}
317:2026-03-22 12:13:55 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session b17a7d9d-cdf9-40e0-948e-933165a6fa0d: sub-trajectories not referenced by parent: {'agent-acompact-603b8158b2c0f984'}
318:2026-03-22 12:13:55 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session add4be70-7479-40e6-bf45-d8708cb7eb78: sub-trajectories not referenced by parent: {'agent-a54ea6f5a12715275'}
319:2026-03-22 12:13:56 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e733352a-5117-4468-9f3f-9f38a7bce888: sub-trajectories not referenced by parent: {'agent-aef966651660d53b5', 'agent-acompact-46a75f7e3931d36d', 'agent-a13a2394b774cbb13', 'agent-acompact-e52f4a2dbe81ccf0'}
320:2026-03-22 12:13:56 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session ab5114a5-0880-4b15-9fc1-042e1d1e738d: sub-trajectories not referenced by parent: {'agent-acompact-971f2402d80c3b0c'}
321:2026-03-22 12:13:56 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session b4e23391-3007-452a-848f-484d17a49df1: sub-trajectories not referenced by parent: {'agent-acompact-94f100a20dc6b9da', 'agent-acompact-bda432abb3045c02', 'agent-acompact-d727f594f50ca777', 'agent-acompact-06e41344ea63eb91'}
